rows,width,workload,reference_route,before_result_rows,after_result_rows,delta_result_rows,before_result_columns,after_result_columns,delta_result_columns,before_median_ms,after_median_ms,delta_median_ms,before_gc_count,after_gc_count,delta_gc_count,before_bench_allocated_bytes,after_bench_allocated_bytes,delta_bench_allocated_bytes,before_first_r_allocated_bytes,after_first_r_allocated_bytes,delta_first_r_allocated_bytes,before_first_r_largest_allocation_bytes,after_first_r_largest_allocation_bytes,delta_first_r_largest_allocation_bytes,before_first_owned_capture,after_first_owned_capture,delta_first_owned_capture,before_first_compact_copy,after_first_compact_copy,delta_first_compact_copy,before_first_staged_new,after_first_staged_new,delta_first_staged_new,before_first_old_journal,after_first_old_journal,delta_first_old_journal,before_first_native_scratch_allocated,after_first_native_scratch_allocated,delta_first_native_scratch_allocated,before_first_mutation_target_copy,after_first_mutation_target_copy,delta_first_mutation_target_copy,before_first_validation_scan_calls,after_first_validation_scan_calls,delta_first_validation_scan_calls,before_first_validation_scanned_values,after_first_validation_scanned_values,delta_first_validation_scanned_values,before_warm_r_allocated_bytes,after_warm_r_allocated_bytes,delta_warm_r_allocated_bytes,before_warm_r_largest_allocation_bytes,after_warm_r_largest_allocation_bytes,delta_warm_r_largest_allocation_bytes,before_warm_owned_capture,after_warm_owned_capture,delta_warm_owned_capture,before_warm_compact_copy,after_warm_compact_copy,delta_warm_compact_copy,before_warm_staged_new,after_warm_staged_new,delta_warm_staged_new,before_warm_old_journal,after_warm_old_journal,delta_warm_old_journal,before_warm_native_scratch_allocated,after_warm_native_scratch_allocated,delta_warm_native_scratch_allocated,before_warm_mutation_target_copy,after_warm_mutation_target_copy,delta_warm_mutation_target_copy,before_warm_validation_scan_calls,after_warm_validation_scan_calls,delta_warm_validation_scan_calls,before_warm_validation_scanned_values,after_warm_validation_scanned_values,delta_warm_validation_scanned_values,median_ratio,investigation_flag
1000000,8,inner_double,predecessor_safe_reference,2000000.0,2000000.0,0.0,17.0,17.0,0.0,991.919396037702,908.812806010246,-83.10659002745592,24.0,24.0,0.0,635315616.0,651316992.0,16001376.0,635315616.0,651316992.0,16001376.0,24000048.0,24000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635315616.0,651316992.0,16001376.0,24000048.0,24000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162163877836933,False
1000000,8,inner_double,public,2000000.0,2000000.0,0.0,17.0,17.0,0.0,987.98073103535,908.812806010246,-79.16792502510395,20.0,24.0,4.0,635315800.0,651316992.0,16001192.0,635315800.0,651316992.0,16001192.0,24000048.0,24000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635315800.0,651316992.0,16001192.0,24000048.0,24000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9198689584338955,False
100000,16,inner_double,public,200000.0,200000.0,0.0,33.0,33.0,0.0,108.491207007319,93.6518719827291,-14.8393350245899,1.0,2.0,1.0,83332600.0,84934024.0,1601424.0,83332600.0,84934024.0,1601424.0,2400048.0,2400048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83332600.0,84934024.0,1601424.0,2400048.0,2400048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8632208504824836,False
100000,16,inner_double,predecessor_safe_reference,200000.0,200000.0,0.0,33.0,33.0,0.0,115.889615990454,93.6518719827291,-22.2377440077249,6.0,2.0,-4.0,83331616.0,84934024.0,1602408.0,83331616.0,84934024.0,1602408.0,2400048.0,2400048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83331616.0,84934024.0,1602408.0,2400048.0,2400048.0,0.0,3200000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8081127129668231,False
1000000,16,inner_double,predecessor_safe_reference,2000000.0,2000000.0,0.0,33.0,33.0,0.0,1129.32659103535,981.581738014938,-147.74485302041205,21.0,17.0,-4.0,843332048.0,859334456.0,16002408.0,843332048.0,859334456.0,16002408.0,24000048.0,24000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843332048.0,859334456.0,16002408.0,24000048.0,24000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691743786135756,False
1000000,16,inner_double,public,2000000.0,2000000.0,0.0,33.0,33.0,0.0,1109.82125104056,981.581738014938,-128.23951302562193,18.0,17.0,-1.0,843333032.0,859334456.0,16001424.0,843333032.0,859334456.0,16001424.0,24000048.0,24000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843333032.0,859334456.0,16001424.0,24000048.0,24000048.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8844502996267322,False
100000,8,full_padded,public,150000.0,150000.0,0.0,17.0,17.0,0.0,87.871569005074,80.6230560410768,-7.2485129639972,0.0,0.0,0.0,59716912.0,60593088.0,876176.0,59828232.0,60609216.0,780984.0,1600048.0,1600048.0,0.0,6000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,300000.0,300000.0,0.0,59716912.0,60593088.0,876176.0,1600048.0,1600048.0,0.0,6000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,300000.0,300000.0,0.0,0.9175101452487021,False
100000,8,full_padded,predecessor_safe_reference,150000.0,150000.0,0.0,17.0,17.0,0.0,86.9328739645425,80.6230560410768,-6.309817923465701,1.0,0.0,-1.0,59716728.0,60593088.0,876360.0,59716728.0,60609216.0,892488.0,1600048.0,1600048.0,0.0,6000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,300000.0,300000.0,0.0,59716728.0,60593088.0,876360.0,1600048.0,1600048.0,0.0,6000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,300000.0,300000.0,0.0,0.9274173550728427,False
1000000,8,full_padded,predecessor_safe_reference,1500000.0,1500000.0,0.0,17.0,17.0,0.0,855.221091012936,828.539315989474,-26.681775023462023,20.0,18.0,-2.0,600087128.0,609893472.0,9806344.0,600087128.0,609893472.0,9806344.0,16000048.0,16000048.0,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3000000.0,3000000.0,0.0,600087128.0,609893472.0,9806344.0,16000048.0,16000048.0,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3000000.0,3000000.0,0.0,0.9688013131296145,False
1000000,8,full_padded,public,1500000.0,1500000.0,0.0,17.0,17.0,0.0,857.47166298097,828.539315989474,-28.932346991496047,21.0,18.0,-3.0,600087312.0,609893472.0,9806160.0,600087312.0,609893472.0,9806160.0,16000048.0,16000048.0,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3000000.0,3000000.0,0.0,600087312.0,609893472.0,9806160.0,16000048.0,16000048.0,0.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3000000.0,3000000.0,0.0,0.9662585386309867,False
100000,16,full_padded,public,150000.0,150000.0,0.0,33.0,33.0,0.0,111.621187999845,99.115081015043,-12.506106984802003,2.0,1.0,-1.0,88135552.0,89011448.0,875896.0,88135552.0,89011448.0,875896.0,1600048.0,1600048.0,0.0,12000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,600000.0,600000.0,0.0,88135552.0,89011448.0,875896.0,1600048.0,1600048.0,0.0,12000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,600000.0,600000.0,0.0,0.8879593811094416,False
100000,16,full_padded,predecessor_safe_reference,150000.0,150000.0,0.0,33.0,33.0,0.0,114.658713981044,99.115081015043,-15.543632966000999,7.0,1.0,-6.0,88134568.0,89011448.0,876880.0,88134568.0,89011448.0,876880.0,1600048.0,1600048.0,0.0,12000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,600000.0,600000.0,0.0,88134568.0,89011448.0,876880.0,1600048.0,1600048.0,0.0,12000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,600000.0,600000.0,0.0,0.8644356593030447,False
1000000,16,full_padded,predecessor_safe_reference,1500000.0,1500000.0,0.0,33.0,33.0,0.0,1117.3868169717,1014.67357599176,-102.71324097994,19.0,18.0,-1.0,884104968.0,893911832.0,9806864.0,884104968.0,893911832.0,9806864.0,16000048.0,16000048.0,0.0,120000000.0,120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6000000.0,6000000.0,0.0,884104968.0,893911832.0,9806864.0,16000048.0,16000048.0,0.0,120000000.0,120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6000000.0,6000000.0,0.0,0.9080772751030752,False
1000000,16,full_padded,public,1500000.0,1500000.0,0.0,33.0,33.0,0.0,1113.18140604999,1014.67357599176,-98.50783005823007,21.0,18.0,-3.0,884105952.0,893911832.0,9805880.0,884105952.0,893911832.0,9805880.0,16000048.0,16000048.0,0.0,120000000.0,120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6000000.0,6000000.0,0.0,884105952.0,893911832.0,9805880.0,16000048.0,16000048.0,0.0,120000000.0,120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6000000.0,6000000.0,0.0,0.9115078373364365,False
100000,8,left_rolling,public,100000.0,100000.0,0.0,18.0,18.0,0.0,42.3880140006077,38.3204040117562,-4.067609988851494,0.0,0.0,0.0,27791152.0,28592768.0,801616.0,28179264.0,28983896.0,804632.0,1000048.0,1000048.0,0.0,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27791152.0,28592768.0,801616.0,1000048.0,1000048.0,0.0,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040386749708732,False
100000,8,left_rolling,predecessor_safe_reference,100000.0,100000.0,0.0,18.0,18.0,0.0,42.0917069714051,38.3204040117562,-3.7713029596488994,0.0,0.0,0.0,27790960.0,28592768.0,801808.0,27790960.0,28983896.0,1192936.0,1000048.0,1000048.0,0.0,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27790960.0,28592768.0,801808.0,1000048.0,1000048.0,0.0,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104027080153598,False
1000000,8,left_rolling,predecessor_safe_reference,1000000.0,1000000.0,0.0,18.0,18.0,0.0,443.731069011847,408.049383986508,-35.68168502533899,19.0,23.0,4.0,281291344.0,289293152.0,8001808.0,281291344.0,289293152.0,8001808.0,10000048.0,10000048.0,0.0,8000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281291344.0,289293152.0,8001808.0,10000048.0,10000048.0,0.0,8000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9195871384331974,False
1000000,8,left_rolling,public,1000000.0,1000000.0,0.0,18.0,18.0,0.0,448.66119598737,408.049383986508,-40.61181200086196,22.0,23.0,1.0,281291536.0,289293152.0,8001616.0,281291536.0,289293152.0,8001616.0,10000048.0,10000048.0,0.0,8000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281291536.0,289293152.0,8001616.0,10000048.0,10000048.0,0.0,8000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9094822276495577,False
100000,16,left_rolling,public,100000.0,100000.0,0.0,34.0,34.0,0.0,48.5643770371098,41.3753960165195,-7.1889810205902975,1.0,1.0,0.0,38211768.0,39013016.0,801248.0,38211768.0,39013016.0,801248.0,1000048.0,1000048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38211768.0,39013016.0,801248.0,1000048.0,1000048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8519700764390133,False
100000,16,left_rolling,predecessor_safe_reference,100000.0,100000.0,0.0,34.0,34.0,0.0,50.6296700041275,41.3753960165195,-9.254273987607995,4.0,1.0,-3.0,38210776.0,39013016.0,802240.0,38210776.0,39013016.0,802240.0,1000048.0,1000048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38210776.0,39013016.0,802240.0,1000048.0,1000048.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8172163874097232,False
1000000,16,left_rolling,predecessor_safe_reference,1000000.0,1000000.0,0.0,34.0,34.0,0.0,512.09852800821,426.088441017782,-86.01008699042802,17.0,16.0,-1.0,385311160.0,393313400.0,8002240.0,385311160.0,393313400.0,8002240.0,10000048.0,10000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385311160.0,393313400.0,8002240.0,10000048.0,10000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8320438699072982,False
1000000,16,left_rolling,public,1000000.0,1000000.0,0.0,34.0,34.0,0.0,509.979852999095,426.088441017782,-83.89141198131301,17.0,16.0,-1.0,385312152.0,393313400.0,8001248.0,385312152.0,393313400.0,8001248.0,10000048.0,10000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385312152.0,393313400.0,8001248.0,10000048.0,10000048.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8355005369565808,False
