rows,columns,groups,workload,reference_route,before_median_ms,after_median_ms,delta_median_ms,before_iterations,after_iterations,delta_iterations,before_gc_count,after_gc_count,delta_gc_count,before_bench_allocated_bytes,after_bench_allocated_bytes,delta_bench_allocated_bytes,before_first_r_allocated_bytes,after_first_r_allocated_bytes,delta_first_r_allocated_bytes,before_first_r_largest_allocation_bytes,after_first_r_largest_allocation_bytes,delta_first_r_largest_allocation_bytes,before_first_owned_capture,after_first_owned_capture,delta_first_owned_capture,before_first_compact_copy,after_first_compact_copy,delta_first_compact_copy,before_first_staged_new,after_first_staged_new,delta_first_staged_new,before_first_old_journal,after_first_old_journal,delta_first_old_journal,before_first_native_scratch_allocated,after_first_native_scratch_allocated,delta_first_native_scratch_allocated,before_first_mutation_target_copy,after_first_mutation_target_copy,delta_first_mutation_target_copy,before_first_validation_scan_calls,after_first_validation_scan_calls,delta_first_validation_scan_calls,before_first_validation_scanned_values,after_first_validation_scanned_values,delta_first_validation_scanned_values,before_warm_r_allocated_bytes,after_warm_r_allocated_bytes,delta_warm_r_allocated_bytes,before_warm_r_largest_allocation_bytes,after_warm_r_largest_allocation_bytes,delta_warm_r_largest_allocation_bytes,before_warm_owned_capture,after_warm_owned_capture,delta_warm_owned_capture,before_warm_compact_copy,after_warm_compact_copy,delta_warm_compact_copy,before_warm_staged_new,after_warm_staged_new,delta_warm_staged_new,before_warm_old_journal,after_warm_old_journal,delta_warm_old_journal,before_warm_native_scratch_allocated,after_warm_native_scratch_allocated,delta_warm_native_scratch_allocated,before_warm_mutation_target_copy,after_warm_mutation_target_copy,delta_warm_mutation_target_copy,before_warm_validation_scan_calls,after_warm_validation_scan_calls,delta_warm_validation_scan_calls,before_warm_validation_scanned_values,after_warm_validation_scanned_values,delta_warm_validation_scanned_values,median_ratio,investigation_flag
1000000,8,128,summarise_one,public,62.0778950105887,57.4953659961466,-4.582529014442095,7.0,7.0,0.0,27.0,19.0,-8.0,136272736.0,36168600.0,-100104136.0,136272592.0,36168600.0,-100103992.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136272592.0,36168600.0,-100103992.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9261809857814856,False
1000000,8,128,summarise_one,predecessor_safe_reference,62.1571070223581,57.4953659961466,-4.661741026211494,7.0,7.0,0.0,28.0,19.0,-9.0,136272544.0,36168600.0,-100103944.0,136272400.0,36168600.0,-100103800.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136272400.0,36168600.0,-100103800.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9250006757146105,False
100000,16,128,summarise_one,predecessor_safe_reference,44.3438779911958,45.5891710298602,1.245293038664407,7.0,7.0,0.0,19.0,19.0,0.0,13880504.0,3821656.0,-10058848.0,13880360.0,3821656.0,-10058704.0,800048.0,400056.0,-399992.0,1603072.0,3072.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13880360.0,3821656.0,-10058704.0,800048.0,400056.0,-399992.0,1603072.0,3072.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028082637222474,False
100000,16,128,summarise_one,public,44.4366200244986,45.5891710298602,1.1525510053616017,7.0,7.0,0.0,20.0,19.0,-1.0,13880696.0,3821656.0,-10059040.0,13880552.0,3821656.0,-10058896.0,800048.0,400056.0,-399992.0,1603072.0,3072.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13880552.0,3821656.0,-10058896.0,800048.0,400056.0,-399992.0,1603072.0,3072.0,-1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0259369638088176,False
1000000,16,128,summarise_one,public,60.9645810036454,58.9756710105576,-1.9889099930878018,7.0,7.0,0.0,23.0,19.0,-4.0,136278136.0,36221528.0,-100056608.0,136277992.0,36221528.0,-100056464.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136277992.0,36221528.0,-100056464.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673759753557746,False
1000000,16,128,summarise_one,predecessor_safe_reference,61.5107420017011,58.9756710105576,-2.535070991143499,7.0,7.0,0.0,20.0,19.0,-1.0,136277944.0,36221528.0,-100056416.0,136277800.0,36221528.0,-100056272.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136277800.0,36221528.0,-100056272.0,8000048.0,4000056.0,-3999992.0,16003072.0,3072.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587865320975417,False
100000,8,16,summarise_width,predecessor_safe_reference,50.261736032553,48.1493340339512,-2.112401998601804,7.0,7.0,0.0,20.0,20.0,0.0,32971328.0,8545744.0,-24425584.0,35985136.0,10465872.0,-25519264.0,800048.0,400056.0,-399992.0,5200768.0,768.0,-5200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,100000.0,0.0,-100000.0,32971328.0,8545744.0,-24425584.0,800048.0,400056.0,-399992.0,4000768.0,768.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,100000.0,0.0,-100000.0,0.9579719650504379,False
100000,8,16,summarise_width,public,51.3727130019106,48.1493340339512,-3.2233789679593983,7.0,7.0,0.0,20.0,20.0,0.0,32971328.0,8545744.0,-24425584.0,34171472.0,10465872.0,-23705600.0,800048.0,400056.0,-399992.0,5200768.0,768.0,-5200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,100000.0,0.0,-100000.0,32971328.0,8545744.0,-24425584.0,800048.0,400056.0,-399992.0,4000768.0,768.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,100000.0,0.0,-100000.0,0.93725503716653,False
1000000,8,16,summarise_width,public,132.703305978794,101.015021005878,-31.688284972915994,7.0,7.0,0.0,46.0,21.0,-25.0,328171328.0,84145744.0,-244025584.0,340171472.0,84145744.0,-256025728.0,8000048.0,4000056.0,-3999992.0,52000768.0,768.0,-52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,1000000.0,0.0,-1000000.0,328171328.0,84145744.0,-244025584.0,8000048.0,4000056.0,-3999992.0,40000768.0,768.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,1000000.0,0.0,-1000000.0,0.7612095287363844,False
1000000,8,16,summarise_width,predecessor_safe_reference,133.271279017208,101.015021005878,-32.256258011330004,7.0,7.0,0.0,45.0,21.0,-24.0,328171328.0,84145744.0,-244025584.0,340171472.0,84145744.0,-256025728.0,8000048.0,4000056.0,-3999992.0,52000768.0,768.0,-52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,1000000.0,0.0,-1000000.0,328171328.0,84145744.0,-244025584.0,8000048.0,4000056.0,-3999992.0,40000768.0,768.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,-16.0,1000000.0,0.0,-1000000.0,0.7579654202375812,False
100000,16,16,summarise_width,predecessor_safe_reference,97.5123090320267,93.6268210352864,-3.8854879967403093,7.0,7.0,0.0,41.0,40.0,-1.0,65862288.0,14697264.0,-51165024.0,68262576.0,14697264.0,-53565312.0,800048.0,400056.0,-399992.0,10401536.0,1536.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,200000.0,0.0,-200000.0,65862288.0,14697264.0,-51165024.0,800048.0,400056.0,-399992.0,8001536.0,1536.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,200000.0,0.0,-200000.0,0.9601538714926321,False
100000,16,16,summarise_width,public,96.3345430209301,93.6268210352864,-2.707721985643701,7.0,7.0,0.0,43.0,40.0,-3.0,65862288.0,14697264.0,-51165024.0,68262576.0,14697264.0,-53565312.0,800048.0,400056.0,-399992.0,10401536.0,1536.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,200000.0,0.0,-200000.0,65862288.0,14697264.0,-51165024.0,800048.0,400056.0,-399992.0,8001536.0,1536.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,200000.0,0.0,-200000.0,0.9718925122730336,False
1000000,16,16,summarise_width,public,241.772653971566,171.447486005491,-70.32516796607501,7.0,7.0,0.0,73.0,45.0,-28.0,656262288.0,144297264.0,-511965024.0,680262576.0,144297264.0,-535965312.0,8000048.0,4000056.0,-3999992.0,104001536.0,1536.0,-104000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,2000000.0,0.0,-2000000.0,656262288.0,144297264.0,-511965024.0,8000048.0,4000056.0,-3999992.0,80001536.0,1536.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,2000000.0,0.0,-2000000.0,0.7091268726596942,False
1000000,16,16,summarise_width,predecessor_safe_reference,242.684288998134,171.447486005491,-71.23680299264302,7.0,7.0,0.0,76.0,45.0,-31.0,656262288.0,144297264.0,-511965024.0,680262576.0,144297264.0,-535965312.0,8000048.0,4000056.0,-3999992.0,104001536.0,1536.0,-104000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,2000000.0,0.0,-2000000.0,656262288.0,144297264.0,-511965024.0,8000048.0,4000056.0,-3999992.0,80001536.0,1536.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-32.0,2000000.0,0.0,-2000000.0,0.7064630624144328,False
100000,8,128,summarise_width,predecessor_safe_reference,359.981763001997,363.131916004932,3.150153002934985,7.0,7.0,0.0,187.0,185.0,-2.0,33658576.0,9024552.0,-24634024.0,34858720.0,9024552.0,-25834168.0,800048.0,400056.0,-399992.0,5206144.0,6144.0,-5200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,100000.0,0.0,-100000.0,33658576.0,9024552.0,-24634024.0,800048.0,400056.0,-399992.0,4006144.0,6144.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,100000.0,0.0,-100000.0,1.0087508683125082,False
100000,8,128,summarise_width,public,371.14307002048,363.131916004932,-8.011154015548016,7.0,7.0,0.0,184.0,185.0,1.0,33658576.0,9024552.0,-24634024.0,34858720.0,9024552.0,-25834168.0,800048.0,400056.0,-399992.0,5206144.0,6144.0,-5200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,100000.0,0.0,-100000.0,33658576.0,9024552.0,-24634024.0,800048.0,400056.0,-399992.0,4006144.0,6144.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,100000.0,0.0,-100000.0,0.9784149168806898,False
1000000,8,128,summarise_width,public,431.050302024232,410.292740009027,-20.757562015204996,7.0,7.0,0.0,191.0,162.0,-29.0,328852944.0,84624168.0,-244228776.0,340853088.0,84624168.0,-256228920.0,8000048.0,4000056.0,-3999992.0,52006144.0,6144.0,-52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,1000000.0,0.0,-1000000.0,328852944.0,84624168.0,-244228776.0,8000048.0,4000056.0,-3999992.0,40006144.0,6144.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,1000000.0,0.0,-1000000.0,0.9518442234752498,False
1000000,8,128,summarise_width,predecessor_safe_reference,430.786139011616,410.292740009027,-20.493399002589,7.0,7.0,0.0,190.0,162.0,-28.0,328852944.0,84624168.0,-244228776.0,340853088.0,84624168.0,-256228920.0,8000048.0,4000056.0,-3999992.0,52006144.0,6144.0,-52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,1000000.0,0.0,-1000000.0,328852944.0,84624168.0,-244228776.0,8000048.0,4000056.0,-3999992.0,40006144.0,6144.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,1000000.0,0.0,-1000000.0,0.9524279052951692,False
100000,16,128,summarise_width,predecessor_safe_reference,712.209770019399,709.55788998981,-2.6518800295890514,7.0,7.0,0.0,404.0,385.0,-19.0,67196832.0,16134408.0,-51062424.0,69597120.0,16134408.0,-53462712.0,800048.0,400056.0,-399992.0,10412288.0,12288.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,200000.0,0.0,-200000.0,67196832.0,16134408.0,-51062424.0,800048.0,400056.0,-399992.0,8012288.0,12288.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,200000.0,0.0,-200000.0,0.9962765464035732,False
100000,16,128,summarise_width,public,704.901479039108,709.55788998981,4.656410950701911,7.0,7.0,0.0,394.0,385.0,-9.0,67196832.0,16134408.0,-51062424.0,69597120.0,16134408.0,-53462712.0,800048.0,400056.0,-399992.0,10412288.0,12288.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,200000.0,0.0,-200000.0,67196832.0,16134408.0,-51062424.0,800048.0,400056.0,-399992.0,8012288.0,12288.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,200000.0,0.0,-200000.0,1.0066057613569621,False
1000000,16,128,summarise_width,public,821.705681970343,775.291754980572,-46.41392698977097,7.0,7.0,0.0,358.0,355.0,-3.0,657585568.0,145733896.0,-511851672.0,681585856.0,145733896.0,-535851960.0,8000048.0,4000056.0,-3999992.0,104012288.0,12288.0,-104000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,2000000.0,0.0,-2000000.0,657585568.0,145733896.0,-511851672.0,8000048.0,4000056.0,-3999992.0,80012288.0,12288.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,2000000.0,0.0,-2000000.0,0.9435151441590662,False
1000000,16,128,summarise_width,predecessor_safe_reference,819.272783002816,775.291754980572,-43.981028022244004,7.0,7.0,0.0,359.0,355.0,-4.0,657585568.0,145733896.0,-511851672.0,681585856.0,145733896.0,-535851960.0,8000048.0,4000056.0,-3999992.0,104012288.0,12288.0,-104000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,2000000.0,0.0,-2000000.0,657585568.0,145733896.0,-511851672.0,8000048.0,4000056.0,-3999992.0,80012288.0,12288.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-256.0,2000000.0,0.0,-2000000.0,0.9463169911967003,False
